active_us_mean,interference_active,active_overlap_pct,act_eff_pct,active_runs,xclbin,clock_mhz,tenants_in_bitstream,set,set_size,tenant,rows_computed,span_us_mean,span_us_min,span_us_max,spread_pct,mrow_s,gmac_s,beats_per_cycle,eff_pct,interference,verified,union_us,overlap_pct,bit_exact,host_load_1min,host_cpus,runs,gmac_s_actual,board_load_w,board_idle_w,vccint_load_w,vccint_idle_w,static_share_pct,energy_per_row_nJ,energy_per_mac_pJ
6729.094,1.0118,91.5,94.73,6710.651 6730.847 6745.784,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3,4,0,524288,6971.261,6965.252,6980.087,0.213,75.207,9.626,0.9143,91.43,1.0123,no-golden,7436.558,84.9,n/a,1.12,40,6965.252 6968.445 6980.087,,,,,,,,
6636.226,0.9986,91.5,96.03,6623.428 6638.112 6647.139,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3,4,1,262144,6796.46,6781.147,6812.232,0.458,38.571,9.874,0.938,93.8,0.9896,no-golden,7436.558,84.9,n/a,1.12,40,6781.147 6796.000 6812.232,,,,,,,,
6670.194,1.0005,91.5,95.57,6664.539 6684.226 6661.816,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3,4,2,524288,6822.623,6813.033,6828.119,0.221,76.846,9.836,0.9347,93.47,0.9918,no-golden,7436.558,84.9,n/a,1.12,40,6826.717 6828.119 6813.033,,,,,,,,
6623.03,0.997,91.5,96.23,6600.241 6631.098 6637.751,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3,4,3,262144,6780.288,6772.671,6794.361,0.32,38.663,9.898,0.94,94.0,0.9943,no-golden,7436.558,84.9,n/a,1.12,40,6773.832 6772.671 6794.361,,,,,,,,
6746.66,1.0145,88.27,94.5,6755.743 6750.040 6734.196,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3+4,5,0,524288,7014.97,7003.829,7027.144,0.333,74.738,9.567,0.9087,90.87,1.0186,no-golden,7804.796,78.6,n/a,1.35,40,7003.829 7013.937 7027.144,,,,,,,,
6648.198,1.0004,88.27,95.9,6653.119 6643.271 6648.204,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3+4,5,1,262144,6806.445,6803.142,6811.973,0.13,38.514,9.86,0.9367,93.67,0.9911,no-golden,7804.796,78.6,n/a,1.35,40,6811.973 6803.142 6804.220,,,,,,,,
6697.935,1.0046,88.27,95.17,6694.002 6710.064 6689.739,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3+4,5,2,524288,6854.733,6846.181,6866.955,0.303,76.486,9.79,0.9297,92.97,0.9964,no-golden,7804.796,78.6,n/a,1.35,40,6846.181 6866.955 6851.062,,,,,,,,
6617.59,0.9962,88.27,96.3,6603.998 6610.105 6638.666,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3+4,5,3,262144,6777.762,6763.129,6796.702,0.496,38.677,9.902,0.9407,94.07,0.9939,no-golden,7804.796,78.6,n/a,1.35,40,6763.129 6773.454 6796.702,,,,,,,,
6762.801,0.9972,88.27,94.27,6740.086 6788.493 6759.823,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3+4,5,4,1048576,6925.27,6899.972,6953.738,0.779,151.414,9.691,0.9207,92.07,0.9873,no-golden,7804.796,78.6,n/a,1.35,40,6899.972 6953.738 6922.100,,,,,,,,
,,,,,sparse_4x4_x5_375_split.xclbin,329.0,5,0,1,soak,,,,,,77.195,,,,,,60005000.0,,,,,t0=77.195,9.881,35.327,33.748,9.077,8.705,95.53,457.63,3575.23
,,,,,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1,2,soak,,,,,,115.643,,,,,,60005000.0,,,,,t0=77.046 t1=38.597,19.7426,37.005,33.809,9.342,8.703,91.36,319.997,1874.4
,,,,,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2,3,soak,,,,,,190.956,,,,,,60006000.0,,,,,t0=76.328 t1=38.343 t2=76.285,29.3505,38.676,33.802,9.67,8.699,87.4,202.537,1317.72
,,,,,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3,4,soak,,,,,,229.405,,,,,,60004000.0,,,,,t0=76.313 t1=38.445 t2=76.278 t3=38.370,39.1961,40.321,33.87,10.018,8.852,84.0,175.764,1028.7
,,,,,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2+3+4,5,soak,,,,,,377.55,,,,,,60007000.0,,,,,t0=75.943 t1=38.190 t2=75.961 t3=38.155 t4=149.301,48.5431,42.187,33.768,10.465,8.835,80.04,111.738,869.05
